id,sentence,category
62,"Things are planned this weekend, March 23rd-24th from 10 AM daily at the Botanical Gardens.","event_with_info"
63,"An event is scheduled for Thursday, October 31st at 6 PM at the Venture Café.","event_with_info"
64,"Something special is happening tonight at 7:30 PM on February 14th at the Independent Cinema.","event_with_info"
65,"Activities are planned for September 10th, 2024 at 7 AM at Central Park.","event_with_info"
66,"Things begin at 10 AM this Saturday, November 30th at the Convention Center.","event_with_info"
67,"A tasting is tonight at 6 PM on April 5th at Vino Veritas.","event_with_info"
68,"A workshop is scheduled for next Tuesday, July 9th at 4 PM in the University Career Center.","event_with_info"
69,"Something cultural is happening on February 1st, 2025 at 5 PM in Chinatown.","event_with_info"
70,"Activities start at noon tomorrow, December 21st at Winter Festival Plaza.","event_with_info"
71,"A nature event is planned for this Sunday, March 3rd at dawn at the Nature Reserve.","event_with_info"
72,"A dinner gathering is tonight at 7 PM on August 8th at The Pinnacle Restaurant.","event_with_info"
73,"There will be something happening on April 22nd, 2025 from 10 AM at the Tech Dome.","event_with_info"
74,"Activities begin this Friday, June 7th at 6 PM at Oak Meadows.","event_with_info"
75,"Something is happening tomorrow, May 28th at 8 AM at The Innovation Hub.","event_with_info"
76,"An exhibition opens at 11 AM on Saturday, September 14th at the Lens Gallery.","event_with_info"
77,"Regular events occur every Wednesday at 8 PM at The Spotlight Bar (next date: October 2nd).","event_with_info"
78,"Things start Friday, July 26th at noon at the Galaxy Center.","event_with_info"
79,"Activities are planned this weekend, December 14th-15th from 10 AM at the Sweet Expo Hall.","event_with_info"
80,"A retreat begins at sunrise on June 1st, 2025 at Serenity Mountain.","event_with_info"
81,"A discussion is planned for Thursday, November 7th at 3 PM at the Crypto Hub.","event_with_info"
82,"Something musical starts tonight at 7 PM on May 25th at the Amphitheater.","event_with_info"
83,"A community event is next Sunday, October 27th at 5 PM in the Community Hall.","event_with_info"
84,"Activities are happening this Saturday, January 26th from 9 AM to 4 PM at the Town Square.","event_with_info"
85,"A workshop is tonight at 8 PM on August 19th at the Science Center.","event_with_info"
86,"Something formal is happening on December 5th, 2024 at 6 PM at the Grand Hotel.","event_with_info"
87,"An evening event is this Friday, April 12th at 7:30 PM at The Velvet Lounge.","event_with_info"
88,"Activities are scheduled for next Tuesday, February 20th from 10 AM to 5 PM at the Innovation Center.","event_with_info"
89,"A cooking session is on Saturday, March 16th at 2 PM at Umami Kitchen.","event_with_info"
90,"Something historical begins at 10 AM this Sunday, May 5th at the Historical Village.","event_with_info"
91,"There will be screenings starting Friday, September 13th at 5 PM at the Arthouse Cinema.","event_with_info"
92,"An outdoor activity is tomorrow at sunrise on July 22nd at Oceanview Park.","event_with_info"
93,"A talk is scheduled for May 15th, 2025 at 1 PM at ThinkSpace.","event_with_info"
94,"A show is happening this Saturday, June 29th from 9 AM to 6 PM on Main Street.","event_with_info"
95,"An outdoor event is next Sunday, August 18th at 7 AM meeting at the Trailhead Café.","event_with_info"
96,"A networking occasion is tonight at 6 PM on October 9th at the Capital Club.","event_with_info"
97,"An art opening is tomorrow at noon on November 5th at the Modern Gallery.","event_with_info"
98,"Something enjoyable is this Friday, December 13th at 7 PM at The Vineyard Loft.","event_with_info"
99,"Activities for children are on March 20th, 2025 from 10 AM at the Discovery Center.","event_with_info"
100,"A professional event starts at 9 AM tomorrow, April 9th at the Business Incubator.","event_with_info"
101,"Music performances begin tonight at 7 PM on June 10th at the Riverfront Pavilion.","event_with_info"
102,"A training session is on August 12th, 2024 at 9 AM in the Tech Accelerator.","event_with_info"
103,"Something delicious is happening this Friday, September 27th at 6 PM at The Tasting Room.","event_with_info"
104,"Creative activities begin Saturday, October 19th at 10 AM at the Creative Arts Center.","event_with_info"
105,"A demonstration is scheduled for September 5th, 2025 at 2 PM at Innovation Labs.","event_with_info"
106,"A fundraising event is tonight at 5:30 PM on November 21st at the Grand Ballroom.","event_with_info"
107,"Literary activities are next Thursday, December 12th at 8 PM at The Underground Café.","event_with_info"
108,"An exhibition opens tomorrow, January 15th at 11 AM at the Science Museum.","event_with_info"
109,"Wellness sessions occur every Tuesday at 7 AM at Peaceful Gardens (next session: February 4th).","event_with_info"
110,"Something fashionable is happening on May 20th, 2025 at 4 PM at Retro Boutique.","event_with_info"
111,"A morning gathering is tomorrow, March 19th at 8 AM at The Entrepreneur's Hub.","event_with_info"
112,"Musical performances are this Saturday, July 5th at 9 PM at The Blue Door.","event_with_info"
113,"A community walk begins at 8 AM this Sunday, April 7th at Central Park.","event_with_info"
114,"An art class is next Wednesday, June 18th at 6 PM at Clay Creations Studio.","event_with_info"
115,"Cultural celebrations are on February 10th, 2025 at noon in Chinatown.","event_with_info"
116,"Professional opportunities are next Friday, October 4th from 10 AM to 4 PM at the Convention Center.","event_with_info"
117,"A sharing event is this Saturday, November 23rd from 1-5 PM at the Community Library.","event_with_info"
118,"A tasting tour starts at 3 PM tomorrow, August 14th at Valley Vineyards.","event_with_info"
119,"Outdoor activities are tonight at 6:30 PM on May 31st at Beachfront Park.","event_with_info"
120,"A business meeting is on November 15th, 2024 at 1 PM at Capital Ventures.","event_with_info"
121,"A screening is tonight at 7:30 PM on December 1st at the Majestic Theater.","event_with_info"
122,"Market activities are this Sunday, September 8th from 10 AM to 6 PM in Town Square.","event_with_info"
123,"Educational talks begin tomorrow at 6 PM on January 29th at the University Auditorium.","event_with_info"
124,"A culinary event is on Friday, March 22nd at 5 PM at Sakura Kitchen.","event_with_info"
125,"An automotive display is on July 8th, 2024 from 9 AM to 5 PM on Main Street.","event_with_info"
126,"Training begins Monday, October 28th at 9 AM at the Tech Institute.","event_with_info"
127,"Community activities are this Saturday, February 16th from 11 AM to 3 PM at the Innovation Center.","event_with_info"
128,"A reading is tonight at 7 PM on April 30th at The Book Nook.","event_with_info"
129,"A guided activity is on Sunday, May 12th at 10 AM at the City Museum.","event_with_info"
130,"Seasonal celebrations are on June 21st, 2025 at 6 PM at Sunshine Park.","event_with_info"
131,"Presentations are next Thursday, August 1st from 1-5 PM at the Venture Center.","event_with_info"
132,"Something sweet is happening this weekend, March 1st-2nd from noon to 8 PM at Sweet Square.","event_with_info"
133,"An art showing opens tomorrow at 10 AM on September 9th at the Lens Gallery.","event_with_info"
134,"Professional networking is tonight at 6 PM on November 18th at The Business Lounge.","event_with_info"
135,"Brunch activities are this Sunday, December 8th from 11 AM to 2 PM at The Blue Note.","event_with_info"
136,"Conference activities begin at 8:30 AM on October 12th, 2025 at the Innovation Hub.","event_with_info"
137,"Weekly market activities occur every Saturday from 8 AM to 2 PM in the Town Center (next date: January 4th).","event_with_info"
138,"An auction is tonight at 7 PM on February 22nd at the Modern Art Gallery.","event_with_info"
139,"Fitness activities happen every Wednesday at 6 AM at Riverside Park (next session: March 5th).","event_with_info"
140,"An important discussion is on March 15th, 2025 at 3 PM at ThinkSpace.","event_with_info"
141,"An evening gathering is this Friday, April 4th at 6 PM at The Vineyard Cellar.","event_with_info"
142,"An awards ceremony is on December 1st, 2024 at 7 PM at the Grand Hotel.","event_with_info"
143,"Youth activities are Saturday, July 19th at 2 PM at the Playhouse.","event_with_info"
144,"A competitive event is next Tuesday, August 26th at 5 PM at The Culinary Arena.","event_with_info"
145,"A technology workshop is on April 12th, 2025 at 10 AM at SkyView Center.","event_with_info"
146,"Business activities start at 9 AM tomorrow, September 30th at the Downtown Conference Center.","event_with_info"
147,"An artistic evening is this Friday, October 10th at 8 PM at The Bohemian Café.","event_with_info"
148,"Educational displays are next Wednesday, November 5th from 9 AM to 3 PM at the High School Gym.","event_with_info"
149,"Wellness activities begin at sunrise on June 5th, 2025 at Mountain Haven.","event_with_info"
150,"A collectors' event is this Saturday, December 20th from 10 AM to 6 PM at Vinyl Hall.","event_with_info"
151,"Technical activities begin at 8 AM tomorrow, January 7th in the Tech Incubator.","event_with_info"
152,"A formal gathering is on February 14th, 2025 at 7 PM at Crystal Ballroom.","event_with_info"
153,"Presentations are next Thursday, March 6th at 1 PM at Venture Hub.","event_with_info"
154,"Seasonal activities are on April 13th from 10 AM to 8 PM at City Park.","event_with_info"
155,"Technology discussions are on May 9th-10th at the Digital Innovation Center.","event_with_info"
156,"An art walk begins at 5 PM this Friday, June 13th in the Arts District.","event_with_info"
157,"Career opportunities are next Tuesday, July 1st from 9 AM to 5 PM at the Expo Center.","event_with_info"
158,"Outdoor dining is this Saturday, August 16th from 2-8 PM at Lakeside Pavilion.","event_with_info"
159,"A business talk is on September 4th at 6 PM at The Entrepreneur's Club.","event_with_info"
160,"Harvest activities are on October 18th from noon to 9 PM at Farmland.","event_with_info"
161,"A technology expo starts tomorrow, November 9th at 10 AM in the Tech Convention Hall.","event_with_info"
162,"Holiday shopping is on December 21st-22nd at the Town Square.","event_with_info"
163,"Celebrations are December 31st at 8 PM at Sky Lounge.","event_with_info"
164,"A community discussion is on January 20th, 2025 at the Civic Center.","event_with_info"
165,"Dancing is February 14th at 7 PM at Grand Ballroom.","event_with_info"
166,"A parade is March 17th at 10 AM downtown.","event_with_info"
167,"Family activities are April 20th at 11 AM in Central Park.","event_with_info"
168,"Environmental activities are April 22nd at Green Valley Park.","event_with_info"
169,"Cultural celebrations are May 5th from 5-11 PM at Plaza Mexicana.","event_with_info"
170,"Memorial services are May 26th at 9 AM at Veterans Park.","event_with_info"
171,"Outdoor exercise is June 21st at sunrise at Oceanview Beach.","event_with_info"
172,"Fireworks are July 4th at 9 PM at Riverfront.","event_with_info"
173,"School preparations are August 3rd from 10 AM-2 PM at Community Center.","event_with_info"
174,"A picnic is September 1st at noon at Lakeside.","event_with_info"
175,"Cultural celebrations begin September 27th at 4 PM at Biergarten.","event_with_info"
176,"Costumed activities are October 31st at 8 PM at The Haunt.","event_with_info"
177,"A community meal is November 27th at 6 PM at Harvest Hall.","event_with_info"
178,"Festive lighting is December 6th at 7 PM at Town Square.","event_with_info"
179,"Brunch is January 1st, 2026 at 11 AM at Sunrise Café.","event_with_info"
180,"A style presentation is January 18th at 3 PM at The Atrium.","event_with_info"
181,"Sports viewing is February 9th at 5 PM at Sports Bar & Grill.","event_with_info"
182,"A historical talk is February 17th at 2 PM at History Museum.","event_with_info"
183,"Cultural celebrations are March 4th from 6 PM at French Quarter.","event_with_info"
184,"Professional discussions are March 8th at Business Center.","event_with_info"
185,"Wellness activities are March 20th at sunrise at Zen Garden.","event_with_info"
186,"Comedy performances are April 1st at The Laugh Factory.","event_with_info"
187,"Financial advice is April 15th at 6 PM at MoneySmart Center.","event_with_info"
188,"Eco-friendly shopping is April 25th at Eco Pavilion.","event_with_info"
189,"Cultural performances are May 1st from noon at Cultural Arts Center.","event_with_info"
190,"An appreciation event is May 6th at School Cafeteria.","event_with_info"
191,"A tea gathering is May 12th at 3 PM at Rose Garden.","event_with_info"
192,"Honorary services are May 17th at Veterans Memorial.","event_with_info"
193,"Live music is May 24th at 7 PM at Amphitheater.","event_with_info"
194,"A pride march is June 7th at noon downtown.","event_with_info"
195,"Family cooking is June 15th at 1 PM at Backyard Grill.","event_with_info"
196,"Reading activities are June 21st at Library.","event_with_info"
197,"Concert performances are July 3rd at 8 PM at City Park.","event_with_info"
198,"Pet activities are July 26th at Dog Park.","event_with_info"
199,"Neighborhood gatherings are August 5th at 6 PM in communities.","event_with_info"
200,"Book activities are August 9th at Bookstores citywide.","event_with_info"
201,"Campus activities are August 16th at College Dorms.","event_with_info"
202,"School meetings are August 19th at Schools.","event_with_info"
203,"Carnival rides are September 5th-7th at Fairgrounds.","event_with_info"
204,"Family activities are September 7th at Garden Café.","event_with_info"
205,"Memorial services are September 11th at 8:46 AM at Memorial.","event_with_info"
206,"Educational discussions are September 17th at Law School.","event_with_info"
207,"Nature activities are September 22nd at Nature Preserve.","event_with_info"
208,"Beverage tastings are September 29th at Roastery.","event_with_info"
209,"Food demonstrations are October 1st at Health Center.","event_with_info"
210,"A parade is October 13th downtown.","event_with_info"
211,"Office celebrations are October 16th at Office Cafeteria.","event_with_info"
212,"Romantic music is October 18th at Love Park.","event_with_info"
213,"Costumed dancing is October 31st at 7 PM at Community Center.","event_with_info"
214,"Baked goods are November 4th at Town Hall.","event_with_info"
215,"Veteran services are November 11th at 11 AM at Memorial Park.","event_with_info"
216,"Community services are November 26th at Community Church.","event_with_info"
217,"Shopping begins November 28th at 6 AM at Mall.","event_with_info"
218,"Local business activities are November 29th downtown.","event_with_info"
219,"Technology displays are December 1st at Convention Center.","event_with_info"
220,"Holiday activities are December 6th at Main Street.","event_with_info"
221,"Cultural celebrations begin December 22nd at Jewish Center.","event_with_info"
222,"Religious services are December 24th at Cathedral.","event_with_info"
223,"Cultural activities begin December 26th at Cultural Center.","event_with_info"
224,"Countdown celebrations are December 31st at Times Square.","event_with_info"
225,"Cold water activities are January 1st, 2026 at Beach.","event_with_info"
226,"Winter activities are January 10th at Town Square.","event_with_info"
227,"Service projects are January 19th at Community Center.","event_with_info"
228,"Game viewing is February 8th at Sports Bar.","event_with_info"
229,"Romantic dining is February 14th at Romantic Restaurant.","event_with_info"
230,"Retail promotions are February 16th at Mall.","event_with_info"
231,"Cultural parades are March 3rd at French Quarter.","event_with_info"
232,"Professional discussions are March 8th at Convention Center.","event_with_info"
233,"Pub activities are March 17th downtown.","event_with_info"
234,"Outdoor exercise is March 20th at Sunrise Park.","event_with_info"
235,"Comedy shows are April 1st at Comedy Club.","event_with_info"
236,"Free beverages are April 15th at Café.","event_with_info"
237,"Environmental activities are April 22nd at Green Park.","event_with_info"
238,"Cultural dancing is May 1st at Cultural Center.","event_with_info"
239,"Cultural celebrations are May 5th at Mexican Plaza.","event_with_info"
240,"Family meals are May 10th at Garden Restaurant.","event_with_info"
241,"Honorary parades are May 16th downtown.","event_with_info"
242,"Memorial services are May 25th at Veterans Cemetery.","event_with_info"
243,"Summer concerts are May 30th at Amphitheater.","event_with_info"
244,"Community celebrations are June 6th at Equality Park.","event_with_info"
245,"Family cooking is June 21st at Backyard Patio.","event_with_info"
246,"Patriotic parades are July 4th downtown.","event_with_info"
247,"Music performances are July 18th at Riverfront Park.","event_with_info"
248,"School preparations are August 1st at Community Center.","event_with_info"
249,"Outdoor dining is September 7th at Lakeside Park.","event_with_info"
250,"Family stories are September 13th at Rose Garden.","event_with_info"
251,"Seasonal activities begin September 26th at Harvest Grounds.","event_with_info"
252,"Costumed parties are October 31st at Haunted House.","event_with_info"
253,"Community meals are November 26th at Community Hall.","event_with_info"
254,"Holiday shopping is December 5th at Town Square.","event_with_info"
255,"Formal celebrations are December 31st at Grand Ballroom.","event_with_info"
256,"Winter activities are January 3rd, 2026 at Snow Park.","event_with_info"
257,"Community marches are January 18th downtown.","event_with_info"
258,"Sports viewing is February 7th at Sports Arena.","event_with_info"
259,"Romantic music is February 14th at Love Auditorium.","event_with_info"
260,"Historical discussions are February 16th at History Museum.","event_with_info"
261,"Formal dancing is March 2nd at Grand Hall.","event_with_info"
262,"Professional discussions are March 8th at Convention Center.","event_with_info"
263,"Community parades are March 17th downtown.","event_with_info"
264,"Wellness activities are March 20th at Zen Center.","event_with_info"
265,"Comedy performances are April 1st at Laugh Lounge.","event_with_info"
266,"Financial advice is April 15th at Money Center.","event_with_info"
267,"Environmental cleanups are April 22nd at Community Park.","event_with_info"
268,"Cultural performances are May 1st at Cultural Plaza.","event_with_info"
269,"Cultural celebrations are May 5th at Fiesta Grounds.","event_with_info"
270,"Family meals are May 10th at Garden Café.","event_with_info"
271,"Honorary services are May 16th at Veterans Park.","event_with_info"
272,"Memorial music is May 24th at Amphitheater.","event_with_info"
273,"Community celebrations begin June 1st at Rainbow Center.","event_with_info"
274,"Sports activities are June 21st at Green Valley Club.","event_with_info"
275,"Fireworks displays are July 4th at Waterfront Park.","event_with_info"
276,"Music performances begin July 10th at Pavilion.","event_with_info"
277,"School preparations are August 8th at Community Center.","event_with_info"
278,"Outdoor cooking is September 6th at Lakeside.","event_with_info"
279,"Family stories are September 13th at Library.","event_with_info"
280,"Harvest activities begin September 26th at Farm.","event_with_info"
281,"Costumed parties are October 31st at Community Center.","event_with_info"
282,"Community meals are November 26th at Fellowship Hall.","event_with_info"
283,"Holiday shopping begins December 5th at Town Square.","event_with_info"
284,"Formal celebrations are December 31st at Downtown Plaza.","event_with_info"
285,"Cold water swimming is January 1st, 2026 at Beach Club.","event_with_info"
286,"Winter activities are January 10th at Snow Valley.","event_with_info"
287,"Service projects are January 18th at Community Center.","event_with_info"
288,"Game viewing is February 7th at Sports Bar.","event_with_info"
289,"Romantic dining is February 14th at Grand Ballroom.","event_with_info"
290,"Historical tours are February 16th at Museum.","event_with_info"
291,"Street fairs are March 1st downtown.","event_with_info"
292,"Professional breakfasts are March 8th at Hotel.","event_with_info"
293,"Pub activities are March 17th at Irish District.","event_with_info"
294,"Outdoor exercise is March 20th at Sunrise Park.","event_with_info"
295,"Comedy shows are April 1st at Comedy Club.","event_with_info"
296,"Free beverages are April 15th at Café.","event_with_info"
297,"Environmental activities are April 22nd at Green Park.","event_with_info"
298,"Cultural dancing is May 1st at Cultural Center.","event_with_info"
299,"Cultural celebrations are May 5th at Mexican Plaza.","event_with_info"
300,"Family meals are May 10th at Garden Restaurant.","event_with_info"
301,"Honorary parades are May 16th downtown.","event_with_info"
302,"Memorial services are May 25th at Veterans Cemetery.","event_with_info"
303,"Summer concerts are May 30th at Amphitheater.","event_with_info"
304,"Community celebrations are June 6th at Equality Park.","event_with_info"
305,"Family cooking is June 21st at Backyard Patio.","event_with_info"
306,"Patriotic parades are July 4th downtown.","event_with_info"
307,"Music performances are July 18th at Riverfront Park.","event_with_info"
308,"School preparations are August 1st at Community Center.","event_with_info"
309,"Outdoor dining is September 7th at Lakeside Park.","event_with_info"
310,"Family stories are September 13th at Rose Garden.","event_with_info"
311,"Seasonal activities begin September 26th at Harvest Grounds.","event_with_info"
312,"Costumed parties are October 31st at Haunted House.","event_with_info"
313,"Community meals are November 26th at Community Hall.","event_with_info"
314,"Holiday shopping is December 5th at Town Square.","event_with_info"
315,"Formal celebrations are December 31st at Grand Ballroom.","event_with_info"
316,"Winter activities are January 3rd, 2026 at Snow Park.","event_with_info"
317,"Community marches are January 18th downtown.","event_with_info"
318,"Sports viewing is February 7th at Sports Arena.","event_with_info"
319,"Romantic music is February 14th at Love Auditorium.","event_with_info"
320,"Historical discussions are February 16th at History Museum.","event_with_info"
321,"Formal dancing is March 2nd at Grand Hall.","event_with_info"
322,"Professional discussions are March 8th at Convention Center.","event_with_info"
323,"Community parades are March 17th downtown.","event_with_info"
324,"Wellness activities are March 20th at Zen Center.","event_with_info"
325,"Comedy performances are April 1st at Laugh Lounge.","event_with_info"
326,"Financial advice is April 15th at Money Center.","event_with_info"
327,"Environmental cleanups are April 22nd at Community Park.","event_with_info"
328,"Cultural performances are May 1st at Cultural Plaza.","event_with_info"
329,"Cultural celebrations are May 5th at Fiesta Grounds.","event_with_info"
330,"Family meals are May 10th at Garden Café.","event_with_info"
331,"Honorary services are May 16th at Veterans Park.","event_with_info"
332,"Memorial music is May 24th at Amphitheater.","event_with_info"
333,"Community celebrations begin June 1st at Rainbow Center.","event_with_info"
334,"Sports activities are June 21st at Green Valley Club.","event_with_info"
335,"Fireworks displays are July 4th at Waterfront Park.","event_with_info"
336,"Music performances begin July 10th at Pavilion.","event_with_info"
337,"School preparations are August 8th at Community Center.","event_with_info"
338,"Outdoor cooking is September 6th at Lakeside.","event_with_info"
339,"Family stories are September 13th at Library.","event_with_info"
340,"Harvest activities begin September 26th at Farm.","event_with_info"
341,"Costumed parties are October 31st at Community Center.","event_with_info"
342,"Community meals are November 26th at Fellowship Hall.","event_with_info"
343,"Holiday shopping begins December 5th at Town Square.","event_with_info"
344,"Formal celebrations are December 31st at Downtown Plaza.","event_with_info"
345,"Cold water swimming is January 1st, 2026 at Beach Club.","event_with_info"
346,"Winter activities are January 10th at Snow Valley.","event_with_info"
347,"Service projects are January 18th at Community Center.","event_with_info"
348,"Game viewing is February 7th at Sports Bar.","event_with_info"
349,"Romantic dining is February 14th at Grand Ballroom.","event_with_info"
350,"Historical tours are February 16th at Museum.","event_with_info"
351,"Street fairs are March 1st downtown.","event_with_info"
352,"Professional breakfasts are March 8th at Hotel.","event_with_info"
353,"Pub activities are March 17th at Irish District.","event_with_info"
354,"Outdoor exercise is March 20th at Sunrise Park.","event_with_info"
355,"Comedy shows are April 1st at Comedy Club.","event_with_info"
356,"Free beverages are April 15th at Café.","event_with_info"
357,"Environmental activities are April 22nd at Green Park.","event_with_info"
358,"Cultural dancing is May 1st at Cultural Center.","event_with_info"
359,"Cultural celebrations are May 5th at Mexican Plaza.","event_with_info"
360,"Family meals are May 10th at Garden Restaurant.","event_with_info"
361,"Honorary parades are May 16th downtown.","event_with_info"
362,"Memorial services are May 25th at Veterans Cemetery.","event_with_info"
363,"Summer concerts are May 30th at Amphitheater.","event_with_info"
364,"Community celebrations are June 6th at Equality Park.","event_with_info"
365,"Family cooking is June 21st at Backyard Patio.","event_with_info"
366,"Patriotic parades are July 4th downtown.","event_with_info"
367,"Music performances are July 18th at Riverfront Park.","event_with_info"
368,"School preparations are August 1st at Community Center.","event_with_info"
369,"Outdoor dining is September 7th at Lakeside Park.","event_with_info"
370,"Family stories are September 13th at Rose Garden.","event_with_info"
371,"Seasonal activities begin September 26th at Harvest Grounds.","event_with_info"
372,"Costumed parties are October 31st at Haunted House.","event_with_info"
373,"Community meals are November 26th at Community Hall.","event_with_info"
374,"Holiday shopping is December 5th at Town Square.","event_with_info"
375,"Formal celebrations are December 31st at Grand Ballroom.","event_with_info"
376,"Winter activities are January 3rd, 2026 at Snow Park.","event_with_info"
377,"Community marches are January 18th downtown.","event_with_info"
378,"Sports viewing is February 7th at Sports Arena.","event_with_info"
379,"Romantic music is February 14th at Love Auditorium.","event_with_info"
380,"Historical discussions are February 16th at History Museum.","event_with_info"
381,"Formal dancing is March 2nd at Grand Hall.","event_with_info"
382,"Professional discussions are March 8th at Convention Center.","event_with_info"
383,"Community parades are March 17th downtown.","event_with_info"
384,"Wellness activities are March 20th at Zen Center.","event_with_info"
385,"Comedy performances are April 1st at Laugh Lounge.","event_with_info"
386,"Financial advice is April 15th at Money Center.","event_with_info"
387,"Environmental cleanups are April 22nd at Community Park.","event_with_info"
388,"Cultural performances are May 1st at Cultural Plaza.","event_with_info"
389,"Cultural celebrations are May 5th at Fiesta Grounds.","event_with_info"
390,"Family meals are May 10th at Garden Café.","event_with_info"
391,"Honorary services are May 16th at Veterans Park.","event_with_info"
392,"Memorial music is May 24th at Amphitheater.","event_with_info"
393,"Community celebrations begin June 1st at Rainbow Center.","event_with_info"
