id,sentence
101,"The Dance Recital starts tonight at 6:30 PM."
102,"Winter Festival runs December 10th-15th, 10 AM to 8 PM daily."
103,"The Startup Meetup begins tomorrow at 4 PM."
104,"Spring Cleaning Day will be held April 6th from 8 AM to noon."
105,"The Music Concert starts this Saturday at 8 PM."
106,"Annual Conference begins October 10th at 9 AM."
107,"The Art Auction ends tonight at 9 PM."
108,"Summer Reading Challenge starts June 1st at 10 AM."
109,"The Film Screening begins tomorrow at 7 PM."
110,"Holiday Party will be held December 20th at 7 PM."
111,"The Science Demo starts this Wednesday at 2 PM."
112,"Spring Planting Festival runs April 20th-22nd, 9 AM to 5 PM."
113,"The Coding Class begins next Monday at 3 PM."
114,"Winter Sale ends January 5th at 9 PM."
115,"The Business Workshop starts tomorrow at 10 AM."
116,"Summer Fest will be held July 20th from noon to 10 PM."
117,"The Poetry Night begins tonight at 7:30 PM."
118,"Annual Meeting starts January 15th at 9 AM."
119,"The Fashion Show ends Sunday at 5 PM."
120,"Spring Break Camp begins March 10th at 8 AM."
121,"The Tech Expo starts this Friday at 10 AM."
122,"Summer Carnival will be held August 5th from 11 AM to 9 PM."
123,"The Job Fair begins tomorrow at 9 AM."
124,"Fall Festival runs October 12th-14th, hours vary."
125,"The Dance Class starts next Wednesday at 5 PM."
126,"Winter Market opens November 25th at 9 AM."
127,"The Startup Competition begins this Thursday at 1 PM."
128,"New Year's Eve Gala starts December 31st at 8 PM."
129,"The Art Workshop begins tomorrow at 11 AM."
130,"Summer Camp registration ends May 15th at midnight."
131,"The Film Festival starts October 1st at 6 PM."
132,"Annual Gala will be held November 18th at 7 PM."
133,"The Science Symposium begins this Monday at 8 AM."
134,"Spring Flower Show opens April 5th at 10 AM."
135,"The Coding Marathon starts this weekend at 9 AM."
136,"Winter Concert will be held December 15th at 7 PM."
137,"The Business Conference begins tomorrow at 9 AM."
138,"Summer BBQ Competition will be held July 4th from noon to 6 PM."
139,"The Poetry Slam starts tonight at 8 PM."
140,"Annual Review Meeting begins January 10th at 10 AM."
141,"The Fashion Exhibit opens February 15th at 5 PM."
142,"Spring Break begins March 15th at 9 AM."
143,"The Tech Workshop starts next Tuesday at 2 PM."
144,"Summer Music Series begins June 1st at 7 PM."
145,"The Job Interview Prep begins tomorrow at 3 PM."
146,"Fall Harvest Festival will be held October 5th from 10 AM to 6 PM."
147,"The Dance Performance starts this Saturday at 7 PM."
148,"Winter Sale begins December 26th at 6 AM."
149,"The Startup Pitch starts tomorrow at 11 AM."
150,"New Year's Day Brunch will be held January 1st at 10 AM."
151,"The Art Class begins next Monday at 1 PM."
152,"Summer Reading Program ends August 15th at 5 PM."
153,"The Film Premiere starts tonight at 8 PM."
154,"Annual Awards Ceremony will be held December 5th at 6 PM."
155,"The Science Fair begins this Wednesday at 9 AM."
156,"Spring Fashion Week runs March 10th-17th, shows at 7 PM daily."
157,"The Coding Bootcamp starts April 1st at 9 AM."
158,"Winter Wonderland ends January 5th at 9 PM."
159,"The Business Seminar begins tomorrow at 10 AM."
160,"Summer Fest will be held July 20th from noon to 10 PM."
161,"The Poetry Reading starts tonight at 7 PM."
162,"Annual General Meeting begins October 15th at 9 AM."
163,"The Fashion Show starts this Friday at 8 PM."
164,"Spring Planting Day will be held April 22nd at 8 AM."
165,"The Tech Demo begins tomorrow at 11 AM."
166,"Holiday Concert will be held December 20th at 7 PM."
167,"The Book Sale starts August 10th at 9 AM."
168,"Summer Camp begins June 15th at 8 AM."
169,"The Wine Festival runs September 5th-7th, noon to 10 PM."
170,"Annual Conference will be held November 10th-12th, starting at 8 AM daily."
171,"The Magic Show starts this Saturday at 5 PM."
172,"Winter Market opens December 1st at 10 AM."
173,"The Coding Workshop begins next Monday at 2 PM."
174,"Harvest Festival will be held October 10th from 10 AM to 6 PM."
175,"The Startup Pitch begins this Thursday at 3 PM."
176,"New Year's Eve Party starts December 31st at 9 PM."
177,"The Art Class begins tomorrow at 10 AM."
178,"Summer Reading Program starts June 1st at 9 AM."
179,"The Film Screening will be held November 15th at 7 PM."
180,"Annual Gala begins December 10th at 6 PM."
181,"The Science Workshop starts this Wednesday at 1 PM."
182,"Spring Fashion Show will be held March 15th at 7 PM."
183,"The Hackathon ends Sunday at 5 PM."
184,"Summer Concert begins tonight at 7:30 PM."
185,"The Job Workshop starts next Tuesday at 10 AM."
186,"Fall Harvest Dinner will be held October 20th at 6 PM."
187,"The Coding Competition begins this Saturday at 9 AM."
188,"Winter Wonderland opens December 1st at 5 PM."
189,"The Business Seminar starts tomorrow at 9 AM."
190,"Spring Fling will be held April 13th from noon to 6 PM."
191,"The Art Exhibition closes Sunday at 5 PM."
192,"Summer Camp ends August 10th - final show at 4 PM!"
193,"The Tech Talk begins this Friday at 11 AM."
194,"Annual Picnic will be held July 15th from 11 AM to 5 PM."
195,"The Dance Recital starts tonight at 6:30 PM."
196,"Winter Festival runs December 10th-15th, 10 AM to 8 PM daily."
197,"The Startup Meetup begins tomorrow at 4 PM."
198,"Spring Cleaning Day will be held April 6th from 8 AM to noon."
199,"The Music Concert starts this Saturday at 8 PM."
200,"Annual Conference begins October 10th at 9 AM."
201,"The Art Auction ends tonight at 9 PM."
202,"Summer Reading Challenge starts June 1st at 10 AM."
203,"The Film Screening begins tomorrow at 7 PM."
204,"Holiday Party will be held December 20th at 7 PM."
205,"The Science Demo starts this Wednesday at 2 PM."
206,"Spring Planting Festival runs April 20th-22nd, 9 AM to 5 PM."
207,"The Coding Class begins next Monday at 3 PM."
208,"Winter Sale ends January 5th at 9 PM."
209,"The Business Workshop starts tomorrow at 10 AM."
210,"Summer Fest will be held July 20th from noon to 10 PM."
211,"The Poetry Night begins tonight at 7:30 PM."
212,"Annual Meeting starts January 15th at 9 AM."
213,"The Fashion Show ends Sunday at 5 PM."
214,"Spring Break Camp begins March 10th at 8 AM."
215,"The Tech Expo starts this Friday at 10 AM."
216,"Summer Carnival will be held August 5th from 11 AM to 9 PM."
217,"The Job Fair begins tomorrow at 9 AM."
218,"Fall Festival runs October 12th-14th, hours vary."
219,"The Dance Class starts next Wednesday at 5 PM."
220,"Winter Market opens November 25th at 9 AM."
221,"The Startup Competition begins this Thursday at 1 PM."
222,"New Year's Eve Gala starts December 31st at 8 PM."
223,"The Art Workshop begins tomorrow at 11 AM."
224,"Summer Camp registration ends May 15th at midnight."
225,"The Film Festival starts October 1st at 6 PM."
226,"Annual Gala will be held November 18th at 7 PM."
227,"The Science Symposium begins this Monday at 8 AM."
228,"Spring Flower Show opens April 5th at 10 AM."
229,"The Coding Marathon starts this weekend at 9 AM."
230,"Winter Concert will be held December 15th at 7 PM."
231,"The Business Conference begins tomorrow at 9 AM."
232,"Summer BBQ Competition will be held July 4th from noon to 6 PM."
233,"The Poetry Slam starts tonight at 8 PM."
234,"Annual Review Meeting begins January 10th at 10 AM."
235,"The Fashion Exhibit opens February 15th at 5 PM."
236,"Spring Break begins March 15th at 9 AM."
237,"The Tech Workshop starts next Tuesday at 2 PM."
238,"Summer Music Series begins June 1st at 7 PM."
239,"The Job Interview Prep begins tomorrow at 3 PM."
240,"Fall Harvest Festival will be held October 5th from 10 AM to 6 PM."
241,"The Dance Performance starts this Saturday at 7 PM."
242,"Winter Sale begins December 26th at 6 AM."
243,"The Startup Pitch starts tomorrow at 11 AM."
244,"New Year's Day Brunch will be held January 1st at 10 AM."
245,"The Art Class begins next Monday at 1 PM."
246,"Summer Reading Program ends August 15th at 5 PM."
247,"The Film Premiere starts tonight at 8 PM."
248,"Annual Awards Ceremony will be held December 5th at 6 PM."
249,"The Science Fair begins this Wednesday at 9 AM."
250,"Spring Fashion Week runs March 10th-17th, shows at 7 PM daily."
251,"The Coding Bootcamp starts April 1st at 9 AM."
252,"Winter Wonderland ends January 5th at 9 PM."
253,"The Business Seminar begins tomorrow at 10 AM."
254,"Summer Fest will be held July 20th from noon to 10 PM."
255,"The Poetry Reading starts tonight at 7 PM."
256,"Annual General Meeting begins October 15th at 9 AM."
257,"The Fashion Show starts this Friday at 8 PM."
258,"Spring Planting Day will be held April 22nd at 8 AM."
259,"The Tech Demo begins tomorrow at 11 AM."
260,"Holiday Concert will be held December 20th at 7 PM."
261,"The Book Sale starts August 10th at 9 AM."
262,"Summer Camp begins June 15th at 8 AM."
263,"The Wine Festival runs September 5th-7th, noon to 10 PM."
264,"Annual Conference will be held November 10th-12th, starting at 8 AM daily."
265,"The Magic Show starts this Saturday at 5 PM."
266,"Winter Market opens December 1st at 10 AM."
267,"The Coding Workshop begins next Monday at 2 PM."
268,"Harvest Festival will be held October 10th from 10 AM to 6 PM."
269,"The Startup Pitch begins this Thursday at 3 PM."
270,"New Year's Eve Party starts December 31st at 9 PM."
271,"The Art Class begins tomorrow at 10 AM."
272,"Summer Reading Program starts June 1st at 9 AM."
273,"The Film Screening will be held November 15th at 7 PM."
274,"Annual Gala begins December 10th at 6 PM."
275,"The Science Workshop starts this Wednesday at 1 PM."
276,"Spring Fashion Show will be held March 15th at 7 PM."
277,"The Hackathon ends Sunday at 5 PM."
278,"Summer Concert begins tonight at 7:30 PM."
279,"The Job Workshop starts next Tuesday at 10 AM."
280,"Fall Harvest Dinner will be held October 20th at 6 PM."
281,"The Coding Competition begins this Saturday at 9 AM."
282,"Winter Wonderland opens December 1st at 5 PM."
283,"The Business Seminar starts tomorrow at 9 AM."
284,"Spring Fling will be held April 13th from noon to 6 PM."
285,"The Art Exhibition closes Sunday at 5 PM."
286,"Summer Camp ends August 10th - final show at 4 PM!"
287,"The Tech Talk begins this Friday at 11 AM."
288,"Annual Picnic will be held July 15th from 11 AM to 5 PM."
289,"The Dance Recital starts tonight at 6:30 PM."
290,"Winter Festival runs December 10th-15th, 10 AM to 8 PM daily."
291,"The Startup Meetup begins tomorrow at 4 PM."
292,"Spring Cleaning Day will be held April 6th from 8 AM to noon."
293,"The Music Concert starts this Saturday at 8 PM."
294,"Annual Conference begins October 10th at 9 AM."
295,"The Art Auction ends tonight at 9 PM."
296,"Summer Reading Challenge starts June 1st at 10 AM."
297,"The Film Screening begins tomorrow at 7 PM."
298,"Holiday Party will be held December 20th at 7 PM."
299,"The Science Demo starts this Wednesday at 2 PM."
300,"Spring Planting Festival runs April 20th-22nd, 9 AM to 5 PM."
301,"The Coding Class begins next Monday at 3 PM."
302,"Winter Sale ends January 5th at 9 PM."
303,"The Business Workshop starts tomorrow at 10 AM."
304,"Summer Fest will be held July 20th from noon to 10 PM."
305,"The Poetry Night begins tonight at 7:30 PM."
306,"Annual Meeting starts January 15th at 9 AM."
307,"The Fashion Show ends Sunday at 5 PM."
308,"Spring Break Camp begins March 10th at 8 AM."
309,"The Tech Expo starts this Friday at 10 AM."
310,"Summer Carnival will be held August 5th from 11 AM to 9 PM."
311,"The Job Fair begins tomorrow at 9 AM."
312,"Fall Festival runs October 12th-14th, hours vary."
313,"The Dance Class starts next Wednesday at 5 PM."
314,"Winter Market opens November 25th at 9 AM."
315,"The Startup Competition begins this Thursday at 1 PM."
316,"New Year's Eve Gala starts December 31st at 8 PM."
317,"The Art Workshop begins tomorrow at 11 AM."
318,"Summer Camp registration ends May 15th at midnight."
319,"The Film Festival starts October 1st at 6 PM."
320,"Annual Gala will be held November 18th at 7 PM."
321,"The Science Symposium begins this Monday at 8 AM."
322,"Spring Flower Show opens April 5th at 10 AM."
323,"The Coding Marathon starts this weekend at 9 AM."
324,"Winter Concert will be held December 15th at 7 PM."
325,"The Business Conference begins tomorrow at 9 AM."
326,"Summer BBQ Competition will be held July 4th from noon to 6 PM."
327,"The Poetry Slam starts tonight at 8 PM."
328,"Annual Review Meeting begins January 10th at 10 AM."
329,"The Fashion Exhibit opens February 15th at 5 PM."
330,"Spring Break begins March 15th at 9 AM."
331,"The Tech Workshop starts next Tuesday at 2 PM."
332,"Summer Music Series begins June 1st at 7 PM."
333,"The Job Interview Prep begins tomorrow at 3 PM."
334,"Fall Harvest Festival will be held October 5th from 10 AM to 6 PM."
335,"The Dance Performance starts this Saturday at 7 PM."
336,"Winter Sale begins December 26th at 6 AM."
337,"The Startup Pitch starts tomorrow at 11 AM."
338,"New Year's Day Brunch will be held January 1st at 10 AM."
339,"The Art Class begins next Monday at 1 PM."
340,"Summer Reading Program ends August 15th at 5 PM."
341,"The Film Premiere starts tonight at 8 PM."
342,"Annual Awards Ceremony will be held December 5th at 6 PM."
343,"The Science Fair begins this Wednesday at 9 AM."
344,"Spring Fashion Week runs March 10th-17th, shows at 7 PM daily."
345,"The Coding Bootcamp starts April 1st at 9 AM."
346,"Winter Wonderland ends January 5th at 9 PM."
347,"The Business Seminar begins tomorrow at 10 AM."
348,"Summer Fest will be held July 20th from noon to 10 PM."
349,"The Poetry Reading starts tonight at 7 PM."
350,"Annual General Meeting begins October 15th at 9 AM."
351,"The Fashion Show starts this Friday at 8 PM."
352,"Spring Planting Day will be held April 22nd at 8 AM."
353,"The Tech Demo begins tomorrow at 11 AM."
354,"Holiday Concert will be held December 20th at 7 PM."
355,"The Book Sale starts August 10th at 9 AM."
356,"Summer Camp begins June 15th at 8 AM."
357,"The Wine Festival runs September 5th-7th, noon to 10 PM."
358,"Annual Conference will be held November 10th-12th, starting at 8 AM daily."
359,"The Magic Show starts this Saturday at 5 PM."
360,"Winter Market opens December 1st at 10 AM."
361,"The Coding Workshop begins next Monday at 2 PM."
362,"Harvest Festival will be held October 10th from 10 AM to 6 PM."
363,"The Startup Pitch begins this Thursday at 3 PM."
364,"New Year's Eve Party starts December 31st at 9 PM."
365,"The Art Class begins tomorrow at 10 AM."
366,"Summer Reading Program starts June 1st at 9 AM."
367,"The Film Screening will be held November 15th at 7 PM."
368,"Annual Gala begins December 10th at 6 PM."
369,"The Science Workshop starts this Wednesday at 1 PM."
370,"Spring Fashion Show will be held March 15th at 7 PM."
371,"The Hackathon ends Sunday at 5 PM."
372,"Summer Concert begins tonight at 7:30 PM."
373,"The Job Workshop starts next Tuesday at 10 AM."
374,"Fall Harvest Dinner will be held October 20th at 6 PM."
375,"The Coding Competition begins this Saturday at 9 AM."
376,"Winter Wonderland opens December 1st at 5 PM."
377,"The Business Seminar starts tomorrow at 9 AM."
378,"Spring Fling will be held April 13th from noon to 6 PM."
379,"The Art Exhibition closes Sunday at 5 PM."
380,"Summer Camp ends August 10th - final show at 4 PM!"
381,"The Tech Talk begins this Friday at 11 AM."
382,"Annual Picnic will be held July 15th from 11 AM to 5 PM."
383,"The Dance Recital starts tonight at 6:30 PM."
384,"Winter Festival runs December 10th-15th, 10 AM to 8 PM daily."
385,"The Startup Meetup begins tomorrow at 4 PM."
386,"Spring Cleaning Day will be held April 6th from 8 AM to noon."
387,"The Music Concert starts this Saturday at 8 PM."
388,"Annual Conference begins October 10th at 9 AM."
389,"The Art Auction ends tonight at 9 PM."
390,"Summer Reading Challenge starts June 1st at 10 AM."
391,"The Film Screening begins tomorrow at 7 PM."
392,"Holiday Party will be held December 20th at 7 PM."
393,"The Science Demo starts this Wednesday at 2 PM."
394,"Spring Planting Festival runs April 20th-22nd, 9 AM to 5 PM."
395,"The Coding Class begins next Monday at 3 PM."
396,"Winter Sale ends January 5th at 9 PM."
397,"The Business Workshop starts tomorrow at 10 AM."
398,"Summer Fest will be held July 20th from noon to 10 PM."
399,"The Poetry Night begins tonight at 7:30 PM."
400,"Annual Meeting starts January 15th at 9 AM."
401,"The Fashion Show ends Sunday at 5 PM."
402,"Spring Break Camp begins March 10th at 8 AM."
403,"The Tech Expo starts this Friday at 10 AM."
404,"Summer Carnival will be held August 5th from 11 AM to 9 PM."
405,"The Job Fair begins tomorrow at 9 AM."
406,"Fall Festival runs October 12th-14th, hours vary."
407,"The Dance Class starts next Wednesday at 5 PM."
408,"Winter Market opens November 25th at 9 AM."
409,"The Startup Competition begins this Thursday at 1 PM."
410,"New Year's Eve Gala starts December 31st at 8 PM."
411,"The Art Workshop begins tomorrow at 11 AM."
412,"Summer Camp registration ends May 15th at midnight."
413,"The Film Festival starts October 1st at 6 PM."
414,"Annual Gala will be held November 18th at 7 PM."
415,"The Science Symposium begins this Monday at 8 AM."
416,"Spring Flower Show opens April 5th at 10 AM."
417,"The Coding Marathon starts this weekend at 9 AM."
418,"Winter Concert will be held December 15th at 7 PM."
419,"The Business Conference begins tomorrow at 9 AM."
420,"Summer BBQ Competition will be held July 4th from noon to 6 PM."
421,"The Poetry Slam starts tonight at 8 PM."
422,"Annual Review Meeting begins January 10th at 10 AM."
423,"The Fashion Exhibit opens February 15th at 5 PM."
424,"Spring Break begins March 15th at 9 AM."
425,"The Tech Workshop starts next Tuesday at 2 PM."
426,"Summer Music Series begins June 1st at 7 PM."
427,"The Job Interview Prep begins tomorrow at 3 PM."
428,"Fall Harvest Festival will be held October 5th from 10 AM to 6 PM."
429,"The Dance Performance starts this Saturday at 7 PM."
430,"Winter Sale begins December 26th at 6 AM."
431,"The Startup Pitch starts tomorrow at 11 AM."
432,"New Year's Day Brunch will be held January 1st at 10 AM."
433,"The Art Class begins next Monday at 1 PM."
434,"Summer Reading Program ends August 15th at 5 PM."
435,"The Film Premiere starts tonight at 8 PM."
436,"Annual Awards Ceremony will be held December 5th at 6 PM."
437,"The Science Fair begins this Wednesday at 9 AM."
438,"Spring Fashion Week runs March 10th-17th, shows at 7 PM daily."
439,"The Coding Bootcamp starts April 1st at 9 AM."
440,"Winter Wonderland ends January 5th at 9 PM."
441,"The Business Seminar begins tomorrow at 10 AM."
442,"Summer Fest will be held July 20th from noon to 10 PM."
443,"The Poetry Reading starts tonight at 7 PM."
444,"Annual General Meeting begins October 15th at 9 AM."
445,"The Fashion Show starts this Friday at 8 PM."
446,"Spring Planting Day will be held April 22nd at 8 AM."
447,"The Tech Demo begins tomorrow at 11 AM."
448,"Holiday Concert will be held December 20th at 7 PM."
449,"The Book Sale starts August 10th at 9 AM."
450,"Summer Camp begins June 15th at 8 AM."
451,"The Wine Festival runs September 5th-7th, noon to 10 PM."
452,"Annual Conference will be held November 10th-12th, starting at 8 AM daily."
453,"The Magic Show starts this Saturday at 5 PM."
454,"Winter Market opens December 1st at 10 AM."
455,"The Coding Workshop begins next Monday at 2 PM."
456,"Harvest Festival will be held October 10th from 10 AM to 6 PM."
457,"The Startup Pitch begins this Thursday at 3 PM."
458,"New Year's Eve Party starts December 31st at 9 PM."
459,"The Art Class begins tomorrow at 10 AM."
460,"Summer Reading Program starts June 1st at 9 AM."
461,"The Film Screening will be held November 15th at 7 PM."
462,"Annual Gala begins December 10th at 6 PM."
463,"The Science Workshop starts this Wednesday at 1 PM."
464,"Spring Fashion Show will be held March 15th at 7 PM."
465,"The Hackathon ends Sunday at 5 PM."
466,"Summer Concert begins tonight at 7:30 PM."
467,"The Job Workshop starts next Tuesday at 10 AM."
468,"Fall Harvest Dinner will be held October 20th at 6 PM."
469,"The Coding Competition begins this Saturday at 9 AM."
470,"Winter Wonderland opens December 1st at 5 PM."
471,"The Business Seminar starts tomorrow at 9 AM."
472,"Spring Fling will be held April 13th from noon to 6 PM."
473,"The Art Exhibition closes Sunday at 5 PM."
474,"Summer Camp ends August 10th - final show at 4 PM!"
475,"The Tech Talk begins this Friday at 11 AM."
476,"Annual Picnic will be held July 15th from 11 AM to 5 PM."
477,"The Dance Recital starts tonight at 6:30 PM."
478,"Winter Festival runs December 10th-15th, 10 AM to 8 PM daily."
479,"The Startup Meetup begins tomorrow at 4 PM."
480,"Spring Cleaning Day will be held April 6th from 8 AM to noon."
481,"The Music Concert starts this Saturday at 8 PM."
482,"Annual Conference begins October 10th at 9 AM."
483,"The Art Auction ends tonight at 9 PM."
484,"Summer Reading Challenge starts June 1st at 10 AM."
485,"The Film Screening begins tomorrow at 7 PM."
486,"Holiday Party will be held December 20th at 7 PM."
487,"The Science Demo starts this Wednesday at 2 PM."
488,"Spring Planting Festival runs April 20th-22nd, 9 AM to 5 PM."
489,"The Coding Class begins next Monday at 3 PM."
490,"Winter Sale ends January 5th at 9 PM."
491,"The Business Workshop starts tomorrow at 10 AM."
492,"Summer Fest will be held July 20th from noon to 10 PM."
493,"The Poetry Night begins tonight at 7:30 PM."
494,"Annual Meeting starts January 15th at 9 AM."
495,"The Fashion Show ends Sunday at 5 PM."
496,"Spring Break Camp begins March 10th at 8 AM."
497,"The Tech Expo starts this Friday at 10 AM."
498,"Summer Carnival will be held August 5th from 11 AM to 9 PM."
499,"The Job Fair begins tomorrow at 9 AM."
500,"Fall Festival runs October 12th-14th, hours vary."
