id,sentence
106,"The time is 5:15 PM on November 30th."
107,"Save the date: January 23rd at 8:45 PM."
108,"Meet us at 3 PM on February 28th."
109,"The window is 12 PM to 4 PM on October 17th."
110,"Starting at 9 PM on June 29th."
111,"Final call at midnight on April 30th."
112,"Gather at 11 AM on September 31st."
113,"The moment is 5:30 PM on December 22nd."
114,"From 6 PM to 9 PM on March 29th."
115,"Be ready by 2:15 PM on August 17th."
116,"Starting promptly at 8 PM on May 26th."
117,"The countdown begins at midnight on December 31st."
118,"We'll reconvene at 4 PM on November 19th."
119,"The doors open at 7 PM on July 18th."
120,"Save the morning of April 21st at 10 AM."
121,"Final submissions due by 7 PM on October 31st."
122,"The highlight is at 11 PM on August 31st."
123,"Running from 12 PM to 6 PM on February 24th."
124,"Starting at 9:15 AM on January 30th."
125,"The deadline is midnight on March 31st."
126,"Join us at dusk (around 7:32 PM) on June 30th."
127,"The cutoff is 5 PM sharp on September 30th."
128,"We begin at 1 PM on December 17th."
129,"The window is 11 AM to 2 PM on May 19th."
130,"Starting promptly at 10:30 AM on July 16th."
131,"Final moments at midnight on November 30th."
132,"The gathering is from 4 PM to 7 PM on October 29th."
133,"Be there by 6:45 PM on August 29th."
134,"Starting at 3 PM sharp on April 27th."
135,"The time is 9:30 PM on January 19th."
136,"Save the afternoon of March 30th at 5 PM."
137,"We'll commence at 8:15 PM on September 24th."
138,"The cutoff is 11:59 PM on May 31st."
139,"Starting at 11 AM sharp on February 28th."
140,"Running from 12:30 PM to 4 PM on June 28th."
141,"The moment is 7 PM on December 28th."
142,"Be ready by 2 PM on July 31st."
143,"Starting at 10:45 AM on November 17th."
144,"The deadline is 6 PM sharp on October 31st."
145,"Join us at 9:15 PM on January 31st."
146,"Save the evening of August 31st starting at 10 PM."
147,"We'll begin at 1:30 PM on March 31st."
148,"The gathering is set for 4:45 PM on August 31st."
149,"Starting promptly at 12 PM noon on September 21st."
150,"Be there by 8:30 PM on December 31st."
151,"It's happening April 30th from 5 PM to 9 PM."
152,"Set a reminder for May 31st at 3:30 PM."
153,"We start at 11 AM sharp on July 31st."
154,"The time is 6:15 PM on November 30th."
155,"Save the date: January 31st at 9:45 PM."
156,"Meet us at 4 PM on February 28th."
157,"The window is 1 PM to 5 PM on October 31st."
158,"Starting at 10 PM on June 30th."
159,"Final call at midnight on April 30th."
160,"Gather at 12 PM noon on September 30th."
161,"The moment is 6:30 PM on December 31st."
162,"From 7 PM to 10 PM on March 31st."
163,"Be ready by 3:15 PM on August 31st."
164,"Starting promptly at 9 PM on May 31st."
165,"The countdown begins at midnight on December 31st."
166,"We'll reconvene at 5 PM on November 30th."
167,"The doors open at 8 PM on July 31st."
168,"Save the morning of April 30th at 11 AM."
169,"Final submissions due by 8 PM on October 31st."
170,"The highlight is at midnight on August 31st."
171,"Running from 1 PM to 7 PM on February 28th."
172,"Starting at 10:15 AM on January 31st."
173,"The deadline is midnight on March 31st."
174,"Join us at nightfall (around 7:52 PM) on June 30th."
175,"The cutoff is 6 PM sharp on September 30th."
176,"We begin at 2 PM on December 31st."
177,"The window is 12 PM to 3 PM on May 31st."
178,"Starting promptly at 11:30 AM on July 31st."
179,"Final moments at midnight on November 30th."
180,"The gathering is from 5 PM to 8 PM on October 31st."
181,"Be there by 7:45 PM on August 31st."
182,"Starting at 4 PM sharp on April 30th."
183,"The time is 10:30 PM on January 31st."
184,"Save the afternoon of March 31st at 6 PM."
185,"We'll commence at 9:15 PM on September 30th."
186,"The cutoff is 11:59 PM on May 31st."
187,"Starting at 12 PM noon on February 28th."
188,"Running from 1:30 PM to 5 PM on June 30th."
189,"The moment is 8 PM on December 31st."
190,"Be ready by 3 PM on July 31st."
191,"Starting at 11:45 AM on November 30th."
192,"The deadline is 7 PM sharp on October 31st."
193,"Join us at 10:15 PM on January 31st."
194,"Save the evening of September 30th starting at 11 PM."
195,"We'll begin at 2:30 PM on March 31st."
196,"The gathering is set for 5:45 PM on August 31st."
197,"Starting promptly at 1 PM on September 30th."
198,"Be there by 9:30 PM on December 31st."
199,"It's happening April 30th from 6 PM to 10 PM."
200,"Set a reminder for May 31st at 4:30 PM."
201,"We start at 12 PM noon on July 31st."
202,"The time is 7:15 PM on November 30th."
203,"Save the date: January 31st at 10:45 PM."
204,"Meet us at 5 PM on February 28th."
205,"The window is 2 PM to 6 PM on October 31st."
206,"Starting at 11 PM on June 30th."
207,"Final call at midnight on April 30th."
208,"Gather at 1 PM on September 30th."
209,"The moment is 7:30 PM on December 31st."
210,"From 8 PM to 11 PM on March 31st."
211,"Be ready by 4:15 PM on August 31st."
212,"Starting promptly at 10 PM on May 31st."
213,"The countdown begins at midnight on December 31st."
214,"We'll reconvene at 6 PM on November 30th."
215,"The doors open at 9 PM on July 31st."
216,"Save the morning of April 30th at 12 PM noon."
217,"Final submissions due by 9 PM on October 31st."
218,"The highlight is at midnight on August 31st."
219,"Running from 2 PM to 8 PM on February 28th."
220,"Starting at 11:15 AM on January 31st."
221,"The deadline is midnight on March 31st."
222,"Join us at evening (around 8:12 PM) on June 30th."
223,"The cutoff is 7 PM sharp on September 30th."
224,"We begin at 3 PM on December 31st."
225,"The window is 1 PM to 4 PM on May 31st."
226,"Starting promptly at 12:30 PM on July 31st."
227,"Final moments at midnight on November 30th."
228,"The gathering is from 6 PM to 9 PM on October 31st."
229,"Be there by 8:45 PM on August 31st."
230,"Starting at 5 PM sharp on April 30th."
231,"The time is 11:30 PM on January 31st."
232,"Save the afternoon of March 31st at 7 PM."
233,"We'll commence at 10:15 PM on September 30th."
234,"The cutoff is 11:59 PM on May 31st."
235,"Starting at 1 PM on February 28th."
236,"Running from 2:30 PM to 6 PM on June 30th."
237,"The moment is 9 PM on December 31st."
238,"Be ready by 4 PM on July 31st."
239,"Starting at 12:45 PM on November 30th."
240,"The deadline is 8 PM sharp on October 31st."
241,"Join us at 11:15 PM on January 31st."
242,"Save the evening of September 30th starting at midnight."
243,"We'll begin at 3:30 PM on March 31st."
244,"The gathering is set for 6:45 PM on August 31st."
245,"Starting promptly at 2 PM on September 30th."
246,"Be there by 10:30 PM on December 31st."
247,"It's happening April 30th from 7 PM to 11 PM."
248,"Set a reminder for May 31st at 5:30 PM."
249,"We start at 1 PM on July 31st."
250,"The time is 8:15 PM on November 30th."
251,"Save the date: January 31st at 11:45 PM."
252,"Meet us at 6 PM on February 28th."
253,"The window is 3 PM to 7 PM on October 31st."
254,"Starting at midnight on June 30th."
255,"Final call at midnight on April 30th."
256,"Gather at 2 PM on September 30th."
257,"The moment is 8:30 PM on December 31st."
258,"From 9 PM to midnight on March 31st."
259,"Be ready by 5:15 PM on August 31st."
260,"Starting promptly at 11 PM on May 31st."
261,"The countdown begins at midnight on December 31st."
262,"We'll reconvene at 7 PM on November 30th."
263,"The doors open at 10 PM on July 31st."
264,"Save the morning of April 30th at 1 PM."
265,"Final submissions due by 10 PM on October 31st."
266,"The highlight is at midnight on August 31st."
267,"Running from 3 PM to 9 PM on February 28th."
268,"Starting at 12:15 PM on January 31st."
269,"The deadline is midnight on March 31st."
270,"Join us at night (around 8:32 PM) on June 30th."
271,"The cutoff is 8 PM sharp on September 30th."
272,"We begin at 4 PM on December 31st."
273,"The window is 2 PM to 5 PM on May 31st."
274,"Starting promptly at 1:30 PM on July 31st."
275,"Final moments at midnight on November 30th."
276,"The gathering is from 7 PM to 10 PM on October 31st."
277,"Be there by 9:45 PM on August 31st."
278,"Starting at 6 PM sharp on April 30th."
279,"The time is midnight on January 31st."
280,"Save the afternoon of March 31st at 8 PM."
281,"We'll commence at 11:15 PM on September 30th."
282,"The cutoff is 11:59 PM on May 31st."
283,"Starting at 2 PM on February 28th."
284,"Running from 3:30 PM to 7 PM on June 30th."
285,"The moment is 10 PM on December 31st."
286,"Be ready by 5 PM on July 31st."
287,"Starting at 1:45 PM on November 30th."
288,"The deadline is 9 PM sharp on October 31st."
289,"Join us at midnight on January 31st."
290,"Save the evening of September 30th starting at 1 AM."
291,"We'll begin at 4:30 PM on March 31st."
292,"The gathering is set for 7:45 PM on August 31st."
293,"Starting promptly at 3 PM on September 30th."
294,"Be there by 11:30 PM on December 31st."
295,"It's happening April 30th from 8 PM to midnight."
296,"Set a reminder for May 31st at 6:30 PM."
297,"We start at 2 PM on July 31st."
298,"The time is 9:15 PM on November 30th."
299,"Save the date: January 31st at 12:45 AM."
300,"Meet us at 7 PM on February 28th."
301,"The window is 4 PM to 8 PM on October 31st."
302,"Starting at 1 AM on June 30th."
303,"Final call at midnight on April 30th."
304,"Gather at 3 PM on September 30th."
305,"The moment is 9:30 PM on December 31st."
306,"From 10 PM to 1 AM on March 31st."
307,"Be ready by 6:15 PM on August 31st."
308,"Starting promptly at midnight on May 31st."
309,"The countdown begins at midnight on December 31st."
310,"We'll reconvene at 8 PM on November 30th."
311,"The doors open at 11 PM on July 31st."
312,"Save the morning of April 30th at 2 PM."
313,"Final submissions due by 11 PM on October 31st."
314,"The highlight is at midnight on August 31st."
315,"Running from 4 PM to 10 PM on February 28th."
316,"Starting at 1:15 PM on January 31st."
317,"The deadline is midnight on March 31st."
318,"Join us at late evening (around 8:52 PM) on June 30th."
319,"The cutoff is 9 PM sharp on September 30th."
320,"We begin at 5 PM on December 31st."
321,"The window is 3 PM to 6 PM on May 31st."
322,"Starting promptly at 2:30 PM on July 31st."
323,"Final moments at midnight on November 30th."
324,"The gathering is from 8 PM to 11 PM on October 31st."
325,"Be there by 10:45 PM on August 31st."
326,"Starting at 7 PM sharp on April 30th."
327,"The time is 12:30 AM on January 31st."
328,"Save the afternoon of March 31st at 9 PM."
329,"We'll commence at 12:15 AM on September 30th."
330,"The cutoff is 11:59 PM on May 31st."
331,"Starting at 3 PM on February 28th."
332,"Running from 4:30 PM to 8 PM on June 30th."
333,"The moment is 11 PM on December 31st."
334,"Be ready by 6 PM on July 31st."
335,"Starting at 2:45 PM on November 30th."
336,"The deadline is 10 PM sharp on October 31st."
337,"Join us at 12:45 AM on January 31st."
338,"Save the evening of September 30th starting at 2 AM."
339,"We'll begin at 5:30 PM on March 31st."
340,"The gathering is set for 8:45 PM on August 31st."
341,"Starting promptly at 4 PM on September 30th."
342,"Be there by 12:30 AM on December 31st."
343,"It's happening April 30th from 9 PM to 1 AM."
344,"Set a reminder for May 31st at 7:30 PM."
345,"We start at 3 PM on July 31st."
346,"The time is 10:15 PM on November 30th."
347,"Save the date: January 31st at 1:45 AM."
348,"Meet us at 8 PM on February 28th."
349,"The window is 5 PM to 9 PM on October 31st."
350,"Starting at 2 AM on June 30th."
351,"Final call at midnight on April 30th."
352,"Gather at 4 PM on September 30th."
353,"The moment is 10:30 PM on December 31st."
354,"From 11 PM to 2 AM on March 31st."
355,"Be ready by 7:15 PM on August 31st."
356,"Starting promptly at 1 AM on May 31st."
357,"The countdown begins at midnight on December 31st."
358,"We'll reconvene at 9 PM on November 30th."
359,"The doors open at midnight on July 31st."
360,"Save the morning of April 30th at 3 PM."
361,"Final submissions due by midnight on October 31st."
362,"The highlight is at midnight on August 31st."
363,"Running from 5 PM to 11 PM on February 28th."
364,"Starting at 2:15 PM on January 31st."
365,"The deadline is midnight on March 31st."
366,"Join us at nighttime (around 9:12 PM) on June 30th."
367,"The cutoff is 10 PM sharp on September 30th."
368,"We begin at 6 PM on December 31st."
369,"The window is 4 PM to 7 PM on May 31st."
370,"Starting promptly at 3:30 PM on July 31st."
371,"Final moments at midnight on November 30th."
372,"The gathering is from 9 PM to midnight on October 31st."
373,"Be there by 11:45 PM on August 31st."
374,"Starting at 8 PM sharp on April 30th."
375,"The time is 1:30 AM on January 31st."
376,"Save the afternoon of March 31st at 10 PM."
377,"We'll commence at 1:15 AM on September 30th."
378,"The cutoff is 11:59 PM on May 31st."
379,"Starting at 4 PM on February 28th."
380,"Running from 5:30 PM to 9 PM on June 30th."
381,"The moment is midnight on December 31st."
382,"Be ready by 7 PM on July 31st."
383,"Starting at 3:45 PM on November 30th."
384,"The deadline is 11 PM sharp on October 31st."
385,"Join us at 1:45 AM on January 31st."
386,"Save the evening of September 30th starting at 3 AM."
387,"We'll begin at 6:30 PM on March 31st."
388,"The gathering is set for 9:45 PM on August 31st."
389,"Starting promptly at 5 PM on September 30th."
390,"Be there by 1:30 AM on December 31st."
391,"It's happening April 30th from 10 PM to 2 AM."
392,"Set a reminder for May 31st at 8:30 PM."
393,"We start at 4 PM on July 31st."
394,"The time is 11:15 PM on November 30th."
395,"Save the date: January 31st at 2:45 AM."
396,"Meet us at 9 PM on February 28th."
397,"The window is 6 PM to 10 PM on October 31st."
398,"Starting at 3 AM on June 30th."
399,"Final call at midnight on April 30th."
400,"Gather at 5 PM on September 30th."
401,"The moment is 11:30 PM on December 31st."
402,"From midnight to 3 AM on March 31st."
403,"Be ready by 8:15 PM on August 31st."
404,"Starting promptly at 2 AM on May 31st."
405,"The countdown begins at midnight on December 31st."
406,"We'll reconvene at 10 PM on November 30th."
407,"The doors open at 1 AM on July 31st."
408,"Save the morning of April 30th at 4 PM."
409,"Final submissions due by 1 AM on October 31st."
410,"The highlight is at midnight on August 31st."
411,"Running from 6 PM to midnight on February 28th."
412,"Starting at 3:15 PM on January 31st."
413,"The deadline is midnight on March 31st."
414,"Join us at late night (around 9:32 PM) on June 30th."
415,"The cutoff is 11 PM sharp on September 30th."
416,"We begin at 7 PM on December 31st."
417,"The window is 5 PM to 8 PM on May 31st."
418,"Starting promptly at 4:30 PM on July 31st."
419,"Final moments at midnight on November 30th."
420,"The gathering is from 10 PM to 1 AM on October 31st."
421,"Be there by 12:45 AM on August 31st."
422,"Starting at 9 PM sharp on April 30th."
423,"The time is 2:30 AM on January 31st."
424,"Save the afternoon of March 31st at 11 PM."
425,"We'll commence at 2:15 AM on September 30th."
426,"The cutoff is 11:59 PM on May 31st."
427,"Starting at 5 PM on February 28th."
428,"Running from 6:30 PM to 10 PM on June 30th."
429,"The moment is 1 AM on December 31st."
430,"Be ready by 8 PM on July 31st."
431,"Starting at 4:45 PM on November 30th."
432,"The deadline is midnight on October 31st."
433,"Join us at 2:45 AM on January 31st."
434,"Save the evening of September 30th starting at 4 AM."
435,"We'll begin at 7:30 PM on March 31st."
436,"The gathering is set for 10:45 PM on August 31st."
437,"Starting promptly at 6 PM on September 30th."
438,"Be there by 2:30 AM on December 31st."
439,"It's happening April 30th from 11 PM to 3 AM."
440,"Set a reminder for May 31st at 9:30 PM."
441,"We start at 5 PM on July 31st."
442,"The time is midnight on November 30th."
443,"Save the date: January 31st at 3:45 AM."
444,"Meet us at 10 PM on February 28th."
445,"The window is 7 PM to 11 PM on October 31st."
446,"Starting at 4 AM on June 30th."
447,"Final call at midnight on April 30th."
448,"Gather at 6 PM on September 30th."
449,"The moment is midnight on December 31st."
450,"From 1 AM to 4 AM on March 31st."
451,"Be ready by 9:15 PM on August 31st."
452,"Starting promptly at 3 AM on May 31st."
453,"The countdown begins at midnight on December 31st."
454,"We'll reconvene at 11 PM on November 30th."
455,"The doors open at 2 AM on July 31st."
456,"Save the morning of April 30th at 5 PM."
457,"Final submissions due by 2 AM on October 31st."
458,"The highlight is at midnight on August 31st."
459,"Running from 7 PM to 1 AM on February 28th."
460,"Starting at 4:15 PM on January 31st."
461,"The deadline is midnight on March 31st."
462,"Join us at night (around 9:52 PM) on June 30th."
463,"The cutoff is midnight on September 30th."
464,"We begin at 8 PM on December 31st."
465,"The window is 6 PM to 9 PM on May 31st."
466,"Starting promptly at 5:30 PM on July 31st."
467,"Final moments at midnight on November 30th."
468,"The gathering is from 11 PM to 2 AM on October 31st."
469,"Be there by 1:45 AM on August 31st."
470,"Starting at 10 PM sharp on April 30th."
471,"The time is 3:30 AM on January 31st."
472,"Save the afternoon of March 31st at midnight."
473,"We'll commence at 3:15 AM on September 30th."
474,"The cutoff is 11:59 PM on May 31st."
475,"Starting at 6 PM on February 28th."
476,"Running from 7:30 PM to 11 PM on June 30th."
477,"The moment is 2 AM on December 31st."
478,"Be ready by 9 PM on July 31st."
479,"Starting at 5:45 PM on November 30th."
480,"The deadline is midnight on October 31st."
481,"Join us at 3:45 AM on January 31st."
482,"Save the evening of September 30th starting at 5 AM."
483,"We'll begin at 8:30 PM on March 31st."
484,"The gathering is set for 11:45 PM on August 31st."
485,"Starting promptly at 7 PM on September 30th."
486,"Be there by 3:30 AM on December 31st."
487,"It's happening April 30th from midnight to 4 AM."
488,"Set a reminder for May 31st at 10:30 PM."
489,"We start at 6 PM on July 31st."
490,"The time is 1 AM on November 30th."
491,"Save the date: January 31st at 4:45 AM."
492,"Meet us at 11 PM on February 28th."
493,"The window is 8 PM to midnight on October 31st."
494,"Starting at 5 AM on June 30th."
495,"Final call at midnight on April 30th."
496,"Gather at 7 PM on September 30th."
497,"The moment is 1 AM on December 31st."
498,"From 2 AM to 5 AM on March 31st."
499,"Be ready by 10:15 PM on August 31st."
500,"Starting promptly at 4 AM on May 31st."
